hs1	LINC00917-FENDRR	chr16:86,430,087-86,430,726	chr8:123,526,795-123,527,412
mm463	FGF10-AS1-LOC100506674	chr5:44,613,308-44,614,483	chr13:119,304,645-119,305,832
mm466	LOC101929268(intragenic)	chr8:49,468,223-49,469,353	chr16:15,084,685-15,085,801
mm467	UBE2V2-LOC101929268	chr8:49,291,853-49,293,304	chr16:15,294,563-15,296,139
mm468	CDKN2B-DMRTA1	chr9:22,097,849-22,101,301	chr4:89,087,737-89,092,044
mm469	CDKN2B-DMRTA1	chr9:22,125,357-22,130,490	chr4:89,122,026-89,126,774
mm471	LOC101927123(intragenic)	chr3:127,089,715-127,091,592	chr6:88,984,670-88,986,247
mm472	MAML3(intragenic)	chr4:140,729,276-140,730,395	chr3:51,581,966-51,583,093
mm482	SAMD5-SASH1	chr6:148,565,753-148,566,425	chr10:8,688,116-8,688,713
mm484	IGSF21-KLHDC7A	chr1:18,716,386-18,717,923	chr4:139,566,833-139,568,188
mm489	CDK15(intragenic)	chr2:202,752,655-202,753,671	chr1:59,397,706-59,398,890
mm495	LOC100506795-IRF2BP2	chr1:234,678,748-234,680,700	chr8:129,060,288-129,061,592
mm506	EGLN3-SPTSSA	chr14:34,742,184-34,745,586	chr12:55,633,596-55,635,928
mm529	ELMSAN1(intragenic)	chr14:74,208,262-74,209,285	chr12:85,516,641-85,517,693
mm557	SMAD2-ZBTB7C	chr18:45,533,207-45,535,461	chr18:76,320,040-76,321,618
mm568	LOC101927230-TMEM92	chr17:48,334,337-48,337,580	chr11:94,742,242-94,745,125
mm569	MSRB3-RPSAP52	chr12:66,134,927-66,136,808	chr10:119,989,014-119,990,653
mm577	PKNOX2(intragenic)	chr11:125,132,269-125,134,431	chr9:36,860,924-36,862,863
mm586	LEPRE1(intragenic)	chr1:43,221,810-43,223,454	chr4:118,911,390-118,912,802
mm595	C8orf86-RNF5P1	chr8:38,410,800-38,412,494	chr8:26,550,404-26,551,929
mm603	KCNQ1(intragenic)	chr11:2,553,993-2,555,600	chr7:150,339,718-150,341,238
mm605	NNT-FGF10	chr5:44,246,915-44,247,804	chr13:119,639,280-119,640,197
mm606	NNT-FGF10	chr5:44,207,470-44,208,415	chr13:119,682,653-119,683,567
mm607	WDR11-FGFR2	chr10:122,801,885-122,803,455	chr7:136,886,955-136,888,502
mm608	WDR11-FGFR2	chr10:123,111,202-123,112,913	chr7:137,203,062-137,204,849
mm610	RNF5P1-TACC1	chr8:38,507,522-38,508,642	chr8:26,453,161-26,454,807
mm612	FGFR1(intragenic)	chr8:38,297,574-38,303,698	chr8:26,653,483-26,656,234
mm613	LOC101927619-SATB2	chr2:199,557,473-199,558,769	chr1:56,343,174-56,344,387
mm617	SERTAD4-HHAT	chr1:210,484,379-210,484,987	chr1:194,610,509-194,611,183
mm618	SERTAD4-HHAT	chr1:210,461,389-210,462,350	chr1:194,632,518-194,633,287
mm619	MIR5739-CHEK2	chr22:28,978,558-28,979,164	chr5:111,327,229-111,327,790
mm621	LOC101929539-MN1	chr22:27,972,469-27,973,657	chr5:112,006,325-112,007,316
mm622	LOC101929539-MN1	chr22:27,934,200-27,936,053	chr5:112,030,282-112,031,759
mm625	MIR4291-BARX1	chr9:96,625,658-96,627,318	chr13:48,811,819-48,813,379
mm627	KCNJ2-CASC17	chr17:68,657,849-68,658,753	chr11:111,424,414-111,425,316
mm628	KCNJ2-CASC17	chr17:68,670,317-68,671,154	chr11:111,429,836-111,430,753
mm629	KCNJ2-CASC17	chr17:68,734,672-68,736,550	chr11:111,488,425-111,489,423
mm630	KCNJ2-CASC17	chr17:68,756,051-68,758,476	chr11:111,508,641-111,510,310
mm631	KCNJ2-CASC17	chr17:68,772,372-68,773,802	chr11:111,527,365-111,528,791
mm632	KCNJ2-CASC17	chr17:68,930,153-68,931,119	chr11:111,642,335-111,643,268
mm633	CASC17(intragenic)	chr17:69,176,465-69,178,329	chr11:111,822,416-111,824,278
mm634	CASC17-LOC102723505	chr17:69,705,469-69,709,480	chr11:112,273,179-112,274,981
mm635	SOX9-AS1-SOX9	chr17:70,115,154-70,115,998	chr11:112,641,565-112,642,353
mm636	SOX9-LINC00673	chr17:70,371,156-70,373,455	chr11:112,874,475-112,876,828
mm639	LINC01206-FLJ46066	chr3:181,975,341-181,976,888	chr3:35,001,233-35,002,696
mm640	FLJ46066-ATP11B	chr3:182,226,227-182,227,959	chr3:35,239,328-35,240,939
mm641	FAM84B-PCAT1	chr8:127,888,951-127,889,993	chr15:60,989,192-60,990,286
mm642	FAM84B-PCAT1	chr8:127,600,703-127,601,834	chr15:60,684,551-60,685,842
mm643	LINC00977-GSDMC	chr8:130,644,934-130,646,343	chr15:63,506,392-63,507,808
mm645	LOC100505663-MAFB	chr20:39,168,870-39,169,544	chr2:160,070,229-160,070,893
mm646	SERTAD4-HHAT	chr1:210,464,411-210,467,294	chr1:194,624,287-194,626,894
mm652	GLI3(intragenic)	chr7:42,059,578-42,060,803	chr13:15,756,187-15,757,138
mm653	INHBA-AS1(intragenic)	chr7:41,744,391-41,746,280	chr13:16,102,853-16,104,685
mm657	RUNX2-CLIC5	chr6:45,400,539-45,402,148	chr17:44,859,063-44,860,738
mm659	LOC101927334-SALL1	chr16:51,144,320-51,146,916	chr8:91,526,103-91,528,596
mm663	PREX2(intragenic)	chr8:68,892,725-68,895,510	chr1:11,016,121-11,018,625
mm664	LOC100505718-LOC100505739	chr8:70,309,542-70,312,119	chr1:12,604,893-12,607,403
mm665	DST-BEND6	chr6:56,732,896-56,741,283	chr1:34,046,581-34,049,085
mm666	DNER(intragenic)	chr2:230,424,392-230,425,621	chr1:84,545,385-84,547,922
mm667	&nbsp;	NULL	chr2:57,194,360-57,196,867
mm668	CSRNP3(intragenic)	chr2:166,501,539-166,504,814	chr2:65,830,185-65,832,690
mm669	MEIS2(intragenic)	chr15:37,188,102-37,190,693	chr2:115,693,724-115,696,239
mm670	FBN1(intragenic)	chr15:48,922,267-48,926,042	chr2:125,317,131-125,319,646
mm671	LOC339593-LINC00687	chr20:11,410,001-11,411,965	chr2:137,678,066-137,680,577
mm673	LOC101060004-LINC00494	chr20:46,935,312-46,937,168	chr2:166,266,120-166,268,627
mm675	OTOL1-LINC01192	chr3:161,491,370-161,493,190	chr3:70,115,222-70,117,737
mm677	CDKN2B-DMRTA1	chr9:22,141,067-22,143,943	chr4:89,135,610-89,138,124
mm678	RASGEF1B-HNRNPD	chr4:82,515,023-82,516,784	chr5:99,796,912-99,799,425
mm680	WDFY3-AS2-ARHGAP24	chr4:86,288,256-86,291,313	chr5:102,802,274-102,804,782
mm681	PROK2-LINC00877	chr3:71,988,841-71,990,783	chr6:99,836,857-99,839,366
mm682	PDZRN3(intragenic)	chr3:73,571,797-73,574,268	chr6:101,229,924-101,232,500
mm684	GAS2(intragenic)	chr11:22,796,541-22,798,743	chr7:59,223,828-59,226,331
mm686	LOC283299(intragenic)	chr11:7,911,342-7,913,824	chr7:115,940,121-115,942,627
mm688	LINC00343-LINC00460	chr13:106,622,347-106,625,793	chr8:8,102,246-8,104,749
mm690	RORA-VPS13C	chr15:61,378,587-61,381,384	chr9:68,642,365-68,644,871
mm693	HS3ST5-FRK	chr6:114,682,725-114,685,720	chr10:36,203,387-36,205,893
mm694	IGF1(intragenic)	chr12:102,863,623-102,866,151	chr10:87,330,979-87,333,483
mm696	LINC00936-LINC00615	chr12:90,342,528-90,345,195	chr10:98,145,716-98,148,223
mm697	PPM1H(intragenic)	chr12:63,237,260-63,239,883	chr10:122,205,088-122,207,594
mm698	LOC101927285-MIR4432	chr2:59,759,510-59,761,949	chr11:24,999,105-25,001,616
mm701	NPAS3(intragenic)	chr14:33,861,854-33,864,297	chr12:54,764,089-54,766,601
mm703	VPS13B-MIR599	chr8:100,284,457-100,287,822	chr15:35,461,972-35,464,559
mm708	LOC100505474(intragenic)	chr18:53,777,533-53,779,892	chr18:69,068,983-69,071,495
mm711	ANKRD44-IT1(intragenic)	chr2:198,140,629-198,156,092	chr1:54,961,825-54,965,420
mm712	MIR199A2-C1orf105	chr1:172,290,886-172,294,269	chr1:164,004,162-164,007,691
mm713	FMO1(intragenic)	chr1:171,251,045-171,253,976	chr1:164,760,588-164,764,098
mm716	MVB12B(intragenic)	chr9:129,098,311-129,101,981	chr2:33,730,850-33,734,359
mm717	DAPL1-TANC1	chr2:159,809,071-159,812,904	chr2:59,435,993-59,439,506
mm718	FAM110B(intragenic)	chr8:59,056,864-59,060,557	chr4:5,723,974-5,727,483
mm720	BACH2(intragenic)	chr6:90,926,982-90,930,272	chr4:32,388,878-32,392,385
mm723	PXN-SIRT4	chr12:120,729,447-120,733,497	chr5:115,938,399-115,941,915
mm725	WEE1-SWAP70	chr11:9,633,514-9,636,730	chr7:117,306,323-117,309,835
mm727	MIR4714-PGPEP1L	chr15:99,393,681-99,397,340	chr7:75,272,248-75,275,752
mm729	MESDC1-C15orf26	chr15:81,382,728-81,390,271	chr7:90,960,428-90,963,938
mm736	MAP4-MIR4443	chr3:48,184,856-48,199,672	chr9:109,795,468-109,798,972
mm743	VN1R10P-ZNF204P	chr6:27,300,371-27,302,197	chr13:22,064,974-22,068,480
mm745	ZCCHC6-GAS1	chr9:89,516,126-89,519,335	chr13:60,247,042-60,250,560
mm751	NCR2-FOXP4	chr6:41,454,851-41,458,229	chr17:48,125,245-48,128,746
mm755	&nbsp;	NULL	chr17:29,599,358-29,603,061
mm758	MISP-PTBP1	chr19:777,571-783,531	chr10:79,302,606-79,305,114
mm771	MIR208B-NGDN	chr14:23,907,359-23,907,707	chr14:55,615,731-55,616,061
mm774	PAPPA(intragenic)	chr9:119,033,415-119,035,457	chr4:64,898,269-64,900,771
mm777	&nbsp;	NULL	chr2:65,500,451-65,502,962
mm780	TMEM235-LOC100996291	chr17:76,236,817-76,241,057	chr11:117,726,724-117,728,992
mm782	SLC35F1(intragenic)	chr6:118,272,614-118,275,371	chr10:52,461,618-52,464,960
mm786	GLDN(intragenic)	chr15:51,692,970-51,695,976	chr9:54,182,839-54,185,364
mm794	RPS24-LINC00856	chr10:79,977,785-79,980,818	chr14:25,468,997-25,471,496
mm795	LOC102723742(intragenic)	chr14:59,337,782-59,340,411	chr12:72,633,255-72,635,754
mm799	DLK1-MIR2392	chr14:101,247,684-101,252,281	chr12:110,746,134-110,749,179
mm801	CCDC132(intragenic)	chr7:92,874,953-92,879,218	chr6:3,459,886-3,464,285
mm813	LOC101928491-FAM8A1	chr6:17,535,192-17,539,671	chr13:46,727,660-46,731,161
mm814	TMEM38B-MIR8081	chr9:109,343,690-109,347,142	chr4:54,624,098-54,627,608
mm815	STON2(intragenic)	chr14:81,779,603-81,784,022	chr12:92,916,017-92,919,523
mm817	C21orf62-OLIG2	chr21:34,288,955-34,292,882	chr16:91,139,390-91,142,515
mm824	NKX2-5-STC2	chr5:172,690,497-172,692,314	chr17:27,000,516-27,003,611
mm832	SEMA3D(intragenic)	chr7:84,693,967-84,697,841	chr5:12,505,539-12,509,076
mm844	SCRG1-HAND2	chr4:174,419,501-174,423,776	chr8:59,825,977-59,829,933
mm849	MIR3141-LARP1	chr5:153,978,060-153,985,835	chr11:57,741,092-57,744,838
mm871	CASC16-CHD9	chr16:52,987,191-52,998,611	chr8:93,262,503-93,266,310
mm876	CDK5RAP3-COPZ2	chr17:46,077,372-46,083,616	chr11:96,744,632-96,749,165
mm878	LRIG1-KBTBD8	chr3:66,625,828-66,629,002	chr6:94,703,092-94,707,434
mm879	ARSI-TCOF1	chr5:149,686,249-149,688,233	chr18:61,064,203-61,066,875
mm881	KIAA0825(intragenic)	chr5:93,526,532-93,530,763	chr13:77,685,726-77,688,999
mm888	TBX15(intragenic)	chr1:119,520,490-119,524,368	chr3:99,063,702-99,067,487
mm897	MIR6073-C11orf58	chr11:16,131,872-16,135,069	chr7:122,739,352-122,742,708
mm898	TBX18-NT5E	chr6:85,798,366-85,800,712	chr9:87,943,415-87,945,786
mm901	MIR4441-MGC16025	chr2:240,014,495-240,019,907	chr1:93,859,505-93,862,537
mm907	ERICH1(intragenic)	chr8:646,943-655,350	chr8:14,071,980-14,074,029
mm911	CUX2(intragenic)	chr12:111,649,086-111,651,450	chr5:122,375,617-122,377,688
mm912	RGS20(intragenic)	chr8:54,789,189-54,791,183	chr1:5,011,681-5,014,381
mm915	MAFB-TOP1	chr20:39,405,607-39,407,106	chr2:160,277,041-160,278,323
mm916	GFRA1(intragenic)	chr10:117,997,167-117,998,429	chr19:58,493,721-58,494,961
mm917	FGF10(intragenic)	chr5:44,364,253-44,367,042	chr13:119,524,331-119,526,220
mm918	NNT-FGF10	chr5:44,287,770-44,289,025	chr13:119,594,698-119,595,931
mm919	C8orf86-RNF5P1	chr8:38,410,014-38,412,192	chr8:26,550,660-26,552,575
mm920	TTC28(intragenic)	chr22:28,447,281-28,449,454	chr5:111,684,904-111,686,863
mm921	LOC101929539-MN1	chr22:27,816,201-27,817,687	chr5:112,104,093-112,105,425
mm922	PHF2-MIR4291	chr9:96,462,721-96,464,923	chr13:48,874,993-48,876,671
mm923	MAFB-TOP1	chr20:39,485,380-39,487,558	chr2:160,341,430-160,343,002
mm924	RUNX2-CLIC5	chr6:45,505,359-45,507,292	chr17:44,754,669-44,756,593
mm928	STX18(intragenic)	chr4:4,516,728-4,518,477	chr5:38,456,294-38,457,933
mm929	PITX2-C4orf32	chr4:113,047,612-113,049,492	chr3:127,616,644-127,618,219
mm930	PITX2-C4orf32	chr4:112,319,724-112,322,337	chr3:128,221,691-128,224,234
mm932	&nbsp;	NULL	chr14:24,219,932-24,222,183
mm933	ISL1-PELO	chr5:51,293,597-51,294,949	chr13:116,476,827-116,478,248
mm935	MIR205-CAMK1G	chr1:209,663,057-209,663,962	chr1:195,275,523-195,276,379
mm938	ATE1(intragenic)	chr10:123,559,430-123,561,018	chr7:137,569,279-137,570,835
mm939	PTPDC1-MIRLET7A1	chr9:96,901,126-96,902,935	chr13:48,661,327-48,662,432
mm985	LINC00343-LINC00460	chr13:107,000,795-107,004,089	chr8:8,488,054-8,491,339
mm1088	TTC34-ACTRT2	chr1:2,805,871-2,809,644	chr4:154,145,214-154,146,454
mm1122	SPATA13(intragenic)	chr13:24,656,434-24,661,257	chr14:61,171,563-61,174,868
mm1168	&nbsp;	NULL	chrX:90,313,173-90,316,088
mm1169	&nbsp;	NULL	chrX:90,352,269-90,354,594
mm1174	MIR4422-PPAP2B	chr1:56,752,781-56,753,987	chr4:105,100,079-105,101,213
